job_id,worker_id,class,subtime_s,lifetime_s
w0!w000516__enterprise,516,enterprise,153.593248,15.550733
w0!w000517__premium,517,premium,153.623028,23.135643
w0!w000518__freemium,518,freemium,153.649926,23.942175
w0!w000519__enterprise,519,enterprise,153.888603,15.406045
w0!w000520__freemium,520,freemium,154.404109,24.971398
w0!w000521__freemium,521,freemium,154.5355,14.332867
w0!w000522__premium,522,premium,154.773661,26.056757
w0!w000523__freemium,523,freemium,154.793308,26.518838
w0!w000524__enterprise,524,enterprise,154.953074,23.009839
w0!w000525__premium,525,premium,155.059369,16.17705
w0!w000526__freemium,526,freemium,155.083431,27.631254
w0!w000527__enterprise,527,enterprise,155.921592,17.892817
w0!w000528__enterprise,528,enterprise,156.494001,26.369253
w0!w000529__premium,529,premium,157.174111,18.062626
w0!w000530__freemium,530,freemium,157.413491,17.519779
w0!w000531__enterprise,531,enterprise,157.969268,19.934963
w0!w000532__enterprise,532,enterprise,158.050554,12.878273
w0!w000533__premium,533,premium,158.386539,20.185658
w0!w000534__freemium,534,freemium,158.398845,19.596441
w0!w000535__enterprise,535,enterprise,158.657762,20.532347
w0!w000536__premium,536,premium,158.942378,22.525178
w0!w000537__premium,537,premium,159.245184,14.816792
w0!w000538__enterprise,538,enterprise,159.518607,28.770652
w0!w000539__premium,539,premium,160.40118,12.510881
w0!w000540__enterprise,540,enterprise,160.469491,21.091931
w0!w000541__enterprise,541,enterprise,160.535971,15.797383
w0!w000542__freemium,542,freemium,160.728256,24.104263
w0!w000543__enterprise,543,enterprise,160.824228,13.86219
w0!w000544__premium,544,premium,161.231615,12.424264
w0!w000545__enterprise,545,enterprise,162.514588,29.889043
w0!w000546__premium,546,premium,162.984711,19.978974
w0!w000547__premium,547,premium,162.989313,23.414671
w0!w000548__freemium,548,freemium,163.187862,20.566059
w0!w000549__premium,549,premium,163.252549,11.056931
w0!w000550__freemium,550,freemium,163.918054,27.889683
w0!w000551__enterprise,551,enterprise,164.039815,25.521125
w0!w000552__premium,552,premium,164.434438,23.971833
w0!w000553__enterprise,553,enterprise,164.567651,23.958278
w0!w000554__freemium,554,freemium,164.944902,29.15432
w0!w000555__freemium,555,freemium,165.283409,26.294636
w0!w000556__premium,556,premium,165.647047,12.064681
w0!w000557__enterprise,557,enterprise,165.659419,18.098626
w0!w000558__freemium,558,freemium,165.690543,21.486573
w0!w000559__premium,559,premium,165.82547,11.484446
w0!w000560__freemium,560,freemium,166.102656,21.076952
w0!w000561__premium,561,premium,166.44646,27.245719
w0!w000562__freemium,562,freemium,166.7056,13.953651
w0!w000563__enterprise,563,enterprise,166.908047,18.716652
w0!w000564__freemium,564,freemium,166.939575,10.231055
w0!w000565__freemium,565,freemium,167.108549,22.136497
w0!w000566__premium,566,premium,167.151953,16.291062
w0!w000567__premium,567,premium,167.654488,27.516454
w0!w000568__premium,568,premium,167.842663,25.773668
w0!w000569__freemium,569,freemium,168.665468,24.665492
w0!w000570__enterprise,570,enterprise,168.772641,17.23269
w0!w000571__enterprise,571,enterprise,169.298722,10.004346
w0!w000572__premium,572,premium,169.452761,28.578962
w0!w000573__freemium,573,freemium,169.980451,13.170221
w0!w000574__freemium,574,freemium,170.1879,11.143753
w0!w000575__premium,575,premium,171.085154,19.200345
w0!w000576__premium,576,premium,171.161514,23.185168
w0!w000577__enterprise,577,enterprise,171.207071,21.960605
w0!w000578__freemium,578,freemium,171.50244,13.376398
w0!w000579__premium,579,premium,171.710195,24.968607
w0!w000580__freemium,580,freemium,171.731641,25.270766
w0!w000581__premium,581,premium,171.734123,23.843225
w0!w000582__enterprise,582,enterprise,172.302687,19.052831
w0!w000583__enterprise,583,enterprise,172.670468,18.974041
w0!w000584__freemium,584,freemium,172.758698,14.412562
w0!w000585__enterprise,585,enterprise,173.619293,20.955244
w0!w000586__freemium,586,freemium,173.957362,29.794067
w0!w000587__enterprise,587,enterprise,174.443328,14.051216
w0!w000588__premium,588,premium,174.518961,19.054366
w0!w000589__freemium,589,freemium,174.947217,16.444578
w0!w000590__premium,590,premium,174.998603,10.791967
w0!w000591__premium,591,premium,175.475661,10.580203
w0!w000592__premium,592,premium,176.382913,18.082707
w0!w000593__freemium,593,freemium,176.617391,20.885075
w0!w000594__premium,594,premium,176.706292,28.459955
w0!w000595__premium,595,premium,177.319094,22.109129
w0!w000596__freemium,596,freemium,177.383401,25.032279
w0!w000597__enterprise,597,enterprise,177.974301,26.875272
w0!w000598__premium,598,premium,178.141416,22.576062
w0!w000599__enterprise,599,enterprise,178.667047,18.484968
